a.id,a.firstname,a.lastname,e.id,e.title,count(r);
"19,""""""Paul"""""",""""""Baum"""""",154,""""""Fünfzehnte Ausstellung der Berliner Secession"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",570,""""""LIA. Leipziger Jahresausstellung 1913"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",381,""""""Kunst unserer Zeit in Cölner Privatbesitz"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",891,""""""XV. Jahrgang. 1912-13. Fünfte Ausstellung"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",963,""""""IX. Jahrgang. Winter 1906/07. VI. Ausstellung. [Kollektionen von Camille Pissarro, Heinrich Linde-Walther, Ernst Oppler, Paul Baum, Fanny Remak, Frotz Rhein]"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",322,""""""Einundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",681,""""""Paul Baum, Walter Ophey. Rheinische Expressionisten"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",117,""""""Deutsch-Nationale Kunst-Ausstellung"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",280,""""""Zwanzigste Ausstellung der Berliner Secession"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",198,""""""Akvarellek, pasztellek és grafikai művek nemzetközi kiállitása"""""",1";
"19,""""""Paul"""""",""""""Baum"""""",3,""""""2. Deutsche Künstlerbund Ausstellung"""""",1";
"20,""""""Willi"""""",""""""Baumeister"""""",591,""""""Der Sturm. Erster Deutscher Herbstsalon"""""",1";
"21,""""""Aubrey Vincent"""""",""""""Beardsley"""""",133,""""""Vierzehnte Ausstellung der Berliner Secession, Zeichnende Künste"""""",1";
"21,""""""Aubrey Vincent"""""",""""""Beardsley"""""",198,""""""Akvarellek, pasztellek és grafikai művek nemzetközi kiállitása"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",211,""""""Achtzehnte Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",245,""""""Neunzehnte Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",645,""""""Internationale Ausstellung in der Kunsthalle Bremen"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",666,""""""Erste Ausstellung der Freien Secession Berlin"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",1059,""""""Kunstausstellung der Münchener Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",186,""""""Sechzehnte Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",75,""""""Zwölfte Kunstausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",96,""""""Dreizehnte Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",553,""""""XXVI. Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",424,""""""Deutscher Künstlerbund. Grosse Ausstellung"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",438,""""""XXIV. Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",444,""""""Maler und Bildhauer der Berliner Sezession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",65,""""""Dritte Ausstellung des Deutschen Künstlerbundes"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",493,""""""Fünfundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",518,""""""XV. Jahrgang. 1912-13. Vierte Ausstellung"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",698,""""""XVI. Jahrgang. 1914. Sommer-Ausstellung"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",464,""""""Porträt-Ausstellung (Werke zeitgenössischer Deutscher Maler)"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",478,""""""Gemälde von Max Beckmann in Berlin"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",487,""""""XV. Jahrgang. 1912-13. Erste Ausstellung. [Galerie-Ausstellung]"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",447,""""""Stedelijke Internationale Tentoonstelling Van Kunstwerken Van Levende Meesters"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",52,""""""Elfte Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",148,""""""Deutsche Kunstausstellung Bremen"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",154,""""""Fünfzehnte Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",968,""""""Ausstellung des Deutschen Künstlerbundes Darmstadt"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",977,""""""X. Jahrgang. 1907/1908. V. Ausstellung. [Kollektionen Max Beckmann, Eduard R. Butler, Lovis Corinth, Georg Kolbe, Emil Nolde, Fritz Rhein, Wilhelm Schocken]"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",570,""""""LIA. Leipziger Jahresausstellung 1913"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",573,""""""Ausstellung des Deutschen Künstlerbundes 1913"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",596,""""""Eröffnungsausstellung. Kölnischer Kunstverein"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",322,""""""Einundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",349,""""""XXII. Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",388,""""""Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",911,""""""[XII. Jahrgang. VI. Ausstellung]. [Kollektionen Max Beckmann, Theo von Brockhusen, Richard Dreher, Ferdinand Hodler, Heinrich Nauen, Julie Wolfthorn]"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",956,""""""[IX. Jahrgang. III. Ausstellung. Schwarz-Weiss Ausstellung der Berliner Secession]"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",957,""""""Frühjahr-Ausstellung der Münchener Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",962,""""""IX. Jahrgang. Winter 1906/07. IV. Ausstellung. [Kollektionen von Max Beckmann und Georg Minne]"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",280,""""""Zwanzigste Ausstellung der Berliner Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",117,""""""Deutsch-Nationale Kunst-Ausstellung"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",689,""""""Kunstausstellung der Münchener Secession"""""",1";
"23,""""""Max"""""",""""""Beckmann"""""",690,""""""Neue Münchener Secession. Erste Ausstellung"""""",1";
"24,""""""Vanessa"""""",""""""Bell"""""",680,""""""Twentieth Century Art. A Review of Modern Movements"""""",1";
"24,""""""Vanessa"""""",""""""Bell"""""",626,""""""The Grafton Group. Vanessa Bell, Roger Fry, Duncan Grant. Second Exhibition"""""",1";
"24,""""""Vanessa"""""",""""""Bell"""""",308,""""""Forty-Third Exhibition of Modern Pictures. New English Art Club"""""",1";
"24,""""""Vanessa"""""",""""""Bell"""""",458,""""""Exposition de Quelques Indépendants Anglais"""""",1";
"24,""""""Vanessa"""""",""""""Bell"""""",489,""""""Second Post-Impressionist Exhibition. British, French and Russian Artists"""""",1";
"24,""""""Vanessa"""""",""""""Bell"""""",230,""""""Forty-First Exhibition of Modern Pictures. New English Art Club"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",223,""""""VIII. Esposizione d'Arte della Città di Venezia"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",296,""""""Fourteenth Annual Exhibition"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",673,""""""Eighteenth Annual Exhibition"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",857,""""""Opening Exhibition. Season 1913-1914"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",534,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",554,""""""International Exhibition of Modern Art [Armory Show]"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",454,""""""Sixteenth Annual Exhibition"""""",1";
"25,""""""George Wesley"""""",""""""Bellows"""""",565,""""""Seventeenth Annual Exhibition"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",798,""""""Der Sturm. Neunzehnte Ausstellung. Expressionisten / Kubisten / Futuristen"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",807,""""""Sammlung Walden. Gemälde, Zeichnungen, Plastiken"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",217,""""""S. V. U. Manes. XXIX. výstava. (Členská)"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",638,""""""Skupina výtvarných umělců. IV. výstava"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",416,""""""Umělecká výstava v Obecním domě »u Prašné věže«"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",1257,""""""Výstava „Osmi“"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",483,""""""II. výstava Skupiny výtvarných umělců"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",485,""""""Neue Kunst. Erste Gesamt-Ausstellung"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",591,""""""Der Sturm. Erster Deutscher Herbstsalon"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",593,""""""Der Sturm. Achtzehnte Ausstellung: Skupina / Prag"""""",1";
"26,""""""Vincenc"""""",""""""Beneš"""""",335,""""""S. V. U. Manes. XXXV. výstava. (Členská)"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",333,""""""Мир искусства"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",350,""""""Мир Искусства"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",419,""""""Мир искусства"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",431,""""""XL. výstava. S. V. U. Manes. Mir iskusstva. Sdružení ruských umělců v Petrohradě"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",307,""""""Les Artistes Russes, Décors et Costumes de théâtre et Tableaux"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",253,""""""VII Выставка Картин Союза Русских Художников"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",259,""""""Выставка Картин Союза Русских Художников"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",194,""""""VI выставка картин Союза Русских Художников"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",195,""""""Салон 1909"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",197,""""""Союз Русских Художников"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",74,""""""Russische Kunstausstellung 1906"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",712,""""""Выставка картин в пользу лазарета деятелей искусства"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",523,""""""Мир Искусства"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",602,""""""Постоянная Выставка Современнаго Искусства"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",615,""""""Мир Искусства"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",11,""""""Выставка картин \""""Союз Русских Художников\"""""""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",40,""""""Выставка акварели, пастели, tempera, рисунков"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",42,""""""Художественная выставка „Мир Искусства“"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",1470,""""""Выставка Картин Союза Русских Художников"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",1481,""""""Выставка Графических Искусств"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",1482,""""""Мир Искусства. Выставка картин"""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",166,""""""Выставка \""""Современных течений в искусстве\"""""""""",1";
"27,""""""Alexandre"""""",""""""Benois"""""",536,""""""Мир искусства"""""",1";
"28,""""""Róbert"""""",""""""Berény"""""",557,""""""A Művészház nemzetközi Postimpresszionista kiállitása"""""",1";
"28,""""""Róbert"""""",""""""Berény"""""",356,""""""\""""Nyolcak\"""" kiállitása"""""",1";
"28,""""""Róbert"""""",""""""Berény"""""",636,""""""A Művészház nagy kiállitása"""""",1";
"28,""""""Róbert"""""",""""""Berény"""""",68,""""""Salon d'Automne. 4e Exposition"""""",1";
"28,""""""Róbert"""""",""""""Berény"""""",494,""""""A Nyolcak harmadik tárlata"""""",1";
"28,""""""Róbert"""""",""""""Berény"""""",462,""""""Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln"""""",1";
"28,""""""Róbert"""""",""""""Berény"""""",268,""""""Ausstellung Ungarischer Maler"""""",1";
"29,""""""Hendrik Petrus"""""",""""""Berlage"""""",1165,""""""XXXVI. výstava S. V. U. Manes. Členská"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",1131,""""""Tableaux Modernes. Aquarelles, Dessins et Pastels"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",1152,""""""Dvacátá sedmá výstava Spolku vytvarných umělců Manes v Praze. Malíř Emil Bernard"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",627,""""""Moderne Franzosen"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",682,""""""Exposition Générale des Beaux-Arts / Salon Triennale"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",542,""""""Prima Esposizione Internazionale d'Arte della \""""Secessione\"""""""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",1244,""""""Sommaire des Peintures et Sculptures de l'École Contemporaine exposées dans les Galeries du Musée National du Luxembourg"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",558,""""""XXXXIII. výstava. S. V. U. Manes. Členská"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",1104,""""""Collection Roger Marx. Tableaux, Pastels, Dessins, Aquarelles, Sculptures"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",91,""""""Paul Gauguin [und französische Postimpressionisten]"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",677,""""""46. výstava S.V.U. Manes v Praze (členská)"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",111,""""""Tavaszi kiállitás. Gauguin, Cézanne stb. művei"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",128,""""""Třiadvacátá výstava Spolku výtvarných umělců Manes v Praze 1907. Francouzští impressionisté"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",580,""""""Exposition Universelle et Internationale de Gand en 1913: Groupe II. Beaux-Arts: Œuvres modernes."""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",585,""""""Neue Kunst. II.Gesamtausstellung"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",18,""""""21e Exposition de la Société des Artistes Indépendants"""""",1";
"30,""""""Émile"""""",""""""Bernard"""""",959,""""""Tableaux Modernes. Aquarelles - Pastels - Dessins"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",680,""""""Twentieth Century Art. A Review of Modern Movements"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",693,""""""Fifty-first Exhibition of Modern Pictures. New English Art Club"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",1378,""""""The Goupil Gallery Salon"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",1322,""""""Paintings and Drawings by Robert Bevan"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",368,""""""The First Exhibition of the Camden Town Group"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",374,""""""Forty-fifth Exhibition of Modern Pictures. New English Art Club"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",650,""""""The First Exhibition of Works by Members of The London Group"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",720,""""""The Second Exhibition of Works by Members of the London Group"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",729,""""""Third Exhibition of Works by Members of the London Group"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",235,""""""The London Salon of the Allied Artists' Association: 2nd year"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",1053,""""""Forty-Fourth Exhibition of Modern Pictures by the New English Art Club"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",308,""""""Forty-Third Exhibition of Modern Pictures. New English Art Club"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",174,""""""The London Salon of the Allied Artists' Association. 1st year"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",600,""""""Post-Impressionist and Futurist Exhibition"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",618,""""""Exhibition of the Camden Town Group and Others"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",503,""""""The Third Exhibition of the Camden Town Group"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",376,""""""The London Salon of the Allied Artists' Association. Fourth Year"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",398,""""""The Second Exhibition of the Camden Town Group"""""",1";
"31,""""""Robert Polhill"""""",""""""Bevan"""""",405,""""""Forty-Sixth Exhibition of Modern Pictures by the New English Art Club"""""",1";
"32,""""""Albert"""""",""""""Bloch"""""",388,""""""Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste"""""",1";
"32,""""""Albert"""""",""""""Bloch"""""",400,""""""Der Blaue Reiter. Die Erste Ausstellung der Redaktion"""""",1";
"32,""""""Albert"""""",""""""Bloch"""""",1088,""""""Der Sturm. Erste Ausstellung. Der Blaue Reiter. Franz Flaum. Oskar Kokoschka. Expressionisten"""""",1";
